feature,importance
WaitDays,0.5332159681968915
Age,0.3962918382194678
SMS_received,0.026028713975947183
Gender_encoded,0.016451161805020296
Hipertension,0.008437661623702613
Scholarship,0.0072254860579054735
Diabetes,0.00636858807631346
Alcoholism,0.005980582044751708
